Home_Team,Away_Team,Actual_Total,Closing_Total,Error,Abs_Error
Albany (NY),Army,121,242.0,121.0,121.0
California,UTEP,147,300.0,153.0,153.0
Campbell,Idaho State,124,234.0,110.0,110.0
Monmouth,Lehigh,167,338.0,171.0,171.0
Alabama A&M,Alabama-Huntsville,118,230.0,112.0,112.0
Middle Tennessee,UAB,115,234.0,119.0,119.0
Nicholls State,Blue Mountain Christian University,142,278.0,136.0,136.0
UC-Riverside,Green Bay,142,268.0,126.0,126.0
Davidson,Wofford,132,250.0,118.0,118.0
Florida International,Loyola Marymount,121,242.0,121.0,121.0
Iona,Long Beach State,156,314.0,158.0,158.0
Pitt,Coppin State,117,226.0,109.0,109.0
Sacred Heart,Binghamton,164,334.0,170.0,170.0
Winthrop,St. Augustine's,117,220.0,103.0,103.0
Appalachian State,UNC Wilmington,142,284.0,142.0,142.0
Stetson,Central Michigan,132,254.0,122.0,122.0
Eastern Kentucky,Prairie View,140,274.0,134.0,134.0
Radford,Morgan State,154,308.0,154.0,154.0
Western Kentucky,Bucknell,108,208.0,100.0,100.0
Louisiana,Buffalo,128,252.0,124.0,124.0
Marshall,Oakland,149,306.0,157.0,157.0
Texas State,McNeese State,107,210.0,103.0,103.0
South Alabama,Lynn,136,280.0,144.0,144.0
UNC Asheville,Queens (NC),120,230.0,110.0,110.0
Chicago State,Northern Colorado,155,314.0,159.0,159.0
Northeastern,Georgia Southern,169,350.0,181.0,181.0
San Francisco,Yale,134,246.0,112.0,112.0
Louisiana Tech,Southern Utah,120,234.0,114.0,114.0
The Citadel,North Carolina Central,128,260.0,132.0,132.0
Akron,Drake,138,274.0,136.0,136.0
Saint Louis,BYU,153,310.0,157.0,157.0
High Point,Illinois State,146,286.0,140.0,140.0
Bellarmine,Midway,133,266.0,133.0,133.0
East Carolina,Kennesaw State,169,336.0,167.0,167.0
Rice,Indiana State,191,392.0,201.0,201.0
Lafayette,NJIT,143,288.0,145.0,145.0
McNeese State,North American,184,370.0,186.0,186.0
Murray State,Bellarmine,186,368.0,182.0,182.0
Navy,Binghamton,125,246.0,121.0,121.0
Richmond,UNLV,147,290.0,143.0,143.0
Ball State,USC Upstate,133,270.0,137.0,137.0
Central Connecticut,UMass-Lowell,107,210.0,103.0,103.0
Columbia,LIU,144,290.0,146.0,146.0
Davidson,Boston University,114,246.0,132.0,132.0
Detroit Mercy,Eastern Michigan,148,304.0,156.0,156.0
Wright State,Hofstra,161,320.0,159.0,159.0
Louisiana-Monroe,Louisiana Christian,160,330.0,170.0,170.0
Maryland,UMBC,160,316.0,156.0,156.0
Merrimack,Bryant,125,232.0,107.0,107.0
New Hampshire,Marist,145,282.0,137.0,137.0
New Orleans,Alcorn State,95,174.0,79.0,79.0
North Alabama,UT-Martin,133,264.0,131.0,131.0
Northern Illinois,Lindenwood,137,274.0,137.0,137.0
Rider,La Salle,116,246.0,130.0,130.0
Robert Morris,Penn State-Beaver,128,258.0,130.0,130.0
Southern Miss,Valparaiso,110,218.0,108.0,108.0
Utah State,Stephen F. Austin,128,264.0,136.0,136.0
Towson,Maryland-Eastern Shore,115,212.0,97.0,97.0
Villanova,Holy Cross,116,234.0,118.0,118.0
Xavier,Kent State,121,248.0,127.0,127.0
Arkansas State,Hendrix,110,208.0,98.0,98.0
Auburn,Alabama A&M,138,286.0,148.0,148.0
Colorado State,South Dakota Mines,148,298.0,150.0,150.0
New Mexico State,Fresno State,157,310.0,153.0,153.0
Milwaukee,Siena,120,246.0,126.0,126.0
Milwaukee,Edgewood,120,260.0,140.0,140.0
Northeastern,Wagner,109,220.0,111.0,111.0
Oral Roberts,Texas Southern,128,258.0,130.0,130.0
Pepperdine,UC-Irvine,136,268.0,132.0,132.0
TCU,Alcorn State,167,326.0,159.0,159.0
Texas State,Sam Houston,128,264.0,136.0,136.0
Utah Valley,Westminster (UT),118,228.0,110.0,110.0
Valparaiso,Western Illinois,139,278.0,139.0,139.0
Wyoming,Chadron State,110,216.0,106.0,106.0
Fresno State,Long Beach State,138,280.0,142.0,142.0
Minnesota,Arkansas-Pine Bluff,153,308.0,155.0,155.0
Nevada,Oregon,123,254.0,131.0,131.0
Sacramento State,UC-Davis,136,268.0,132.0,132.0
Saint Mary's,St. Thomas,134,266.0,132.0,132.0
San Diego State,Westcliff,106,204.0,98.0,98.0
Santa Clara,Texas A&M-Corpus Christi,129,254.0,125.0,125.0
Seattle,Cal Poly,111,226.0,115.0,115.0
Cal State Northridge,Le Moyne,150,306.0,156.0,156.0
Toledo,New Mexico,176,344.0,168.0,168.0
Stanford,Albany (NY),114,236.0,122.0,122.0
Kansas State,Iowa,147,306.0,159.0,159.0
Iowa State,Texas A&M,142,288.0,146.0,146.0
Baylor,Alcorn State,140,296.0,156.0,156.0
Ohio State,Cornell,123,240.0,117.0,117.0
Texas,Wyoming,149,288.0,139.0,139.0
Colorado,Iona,153,290.0,137.0,137.0
UNC,Florida Gulf Coast,129,270.0,141.0,141.0
Virginia Tech,Florida Atlantic,134,274.0,140.0,140.0
Louisville,Gonzaga,151,302.0,151.0,151.0
Mississippi State,Tulsa,160,322.0,162.0,162.0
Clemson,Arkansas-Pine Bluff,158,306.0,148.0,148.0
UCF,Stetson,167,354.0,187.0,187.0
Colgate,Norfolk State,109,220.0,111.0,111.0
Indiana,Harvard,165,330.0,165.0,165.0
Miami (FL),ETSU,112,230.0,118.0,118.0
Purdue,Southern Indiana,152,308.0,156.0,156.0
Saint Francis (PA),Lafayette,118,238.0,120.0,120.0
St. Joseph's,Sacred Heart,119,232.0,113.0,113.0
Delaware State,Lamar,165,334.0,169.0,169.0
Illinois,Canisius,148,312.0,164.0,164.0
Incarnate Word,Jacksonville State,132,276.0,144.0,144.0
Saint Louis,UIC,154,322.0,168.0,168.0
VCU,Penn State,160,316.0,156.0,156.0
Alabama,Liberty,119,230.0,111.0,111.0
Vermont,Delaware,139,276.0,137.0,137.0
Kansas City,Middle Tennessee,122,244.0,122.0,122.0
Western Kentucky,UNC Asheville,144,298.0,154.0,154.0
Belmont,Lafayette,148,282.0,134.0,134.0
Bryant,Tennessee State,96,206.0,110.0,110.0
Richmond,Louisiana Tech,139,276.0,137.0,137.0
Wake Forest,Villanova,139,274.0,135.0,135.0
Appalachian State,Austin Peay,136,264.0,128.0,128.0
Brown,Ohio,159,304.0,145.0,145.0
Buffalo,Kutztown,134,274.0,140.0,140.0
Central Connecticut,Fairfield,130,260.0,130.0,130.0
Coppin State,George Mason,108,206.0,98.0,98.0
Eastern Michigan,North Dakota,142,272.0,130.0,130.0
Western Kentucky,Purdue Fort Wayne,167,332.0,165.0,165.0
La Salle,Coppin State,143,300.0,157.0,157.0
Wofford,Lipscomb,163,324.0,161.0,161.0
Louisville,New Mexico State,174,336.0,162.0,162.0
Navy,Abilene Christian,149,296.0,147.0,147.0
New Hampshire,Dartmouth,83,164.0,81.0,81.0
Ohio,IU Indianapolis,146,270.0,124.0,124.0
Penn State,Providence,139,278.0,139.0,139.0
South Dakota,Air Force,115,228.0,113.0,113.0
Boston University,VTSU Johnson,139,284.0,145.0,145.0
Chattanooga,Southeast Missouri State,128,272.0,144.0,144.0
Chicago State,Evansville,205,420.0,215.0,215.0
Coastal Carolina,North Carolina Central,128,254.0,126.0,126.0
Duke,North Carolina Central,138,266.0,128.0,128.0
FDU,Rider,123,268.0,145.0,145.0
Florida International,William & Mary,116,232.0,116.0,116.0
High Point,Mount Olive,195,390.0,195.0,195.0
Howard,Manhattan,103,206.0,103.0,103.0
Maryland-Eastern Shore,UMBC,124,250.0,126.0,126.0
McNeese State,Ecclesia,130,258.0,128.0,128.0
Monmouth,Brown,117,230.0,113.0,113.0
Nebraska,Cal State Fullerton,157,310.0,153.0,153.0
UNC Greensboro,Gardner-Webb,111,222.0,111.0,111.0
UNC Wilmington,Coastal Carolina,132,260.0,128.0,128.0
North Texas,Angelo State,129,252.0,123.0,123.0
Old Dominion,Drexel,129,258.0,129.0,129.0
Penn,Monmouth,137,272.0,135.0,135.0
Queens (NC),Wesleyan (GA),132,276.0,144.0,144.0
Quinnipiac,Stonehill,149,276.0,127.0,127.0
Radford,Notre Dame (MD),153,316.0,163.0,163.0
Robert Morris,FDU,183,376.0,193.0,193.0
SIU-Edwardsville,Middle Tennessee,155,292.0,137.0,137.0
East Texas A&M,Denver,132,262.0,130.0,130.0
Texas A&M-Corpus Christi,Texas State,112,220.0,108.0,108.0
Auburn,Alabama A&M,113,214.0,101.0,101.0
Central Arkansas,New Orleans,153,300.0,147.0,147.0
DePaul,Loyola (IL),165,320.0,155.0,155.0
Drake,Maine,128,270.0,142.0,142.0
Houston,New Orleans,135,278.0,143.0,143.0
Longwood,Bethune-Cookman,117,244.0,127.0,127.0
Minnesota,Stony Brook,121,248.0,127.0,127.0
Oklahoma State,Missouri State,133,256.0,123.0,123.0
SMU,Louisiana-Monroe,127,250.0,123.0,123.0
Towson,Quinnipiac,140,284.0,144.0,144.0
American,Hood,177,344.0,167.0,167.0
Boise State,Butler,126,258.0,132.0,132.0
Bowling Green State,Canisius,150,298.0,148.0,148.0
Delaware,George Washington,152,300.0,148.0,148.0
Montana State,Long Beach State,144,294.0,150.0,150.0
Northern Colorado,Boston University,115,234.0,119.0,119.0
Rhode Island,Yale,148,292.0,144.0,144.0
UTEP,North Alabama,183,376.0,193.0,193.0
Towson,Morgan State,125,240.0,115.0,115.0
Western Carolina,North Alabama,144,294.0,150.0,150.0
Cal State Fullerton,Georgetown,120,246.0,126.0,126.0
UC-Riverside,Bethesda University (CA),172,342.0,170.0,170.0
UC-San Diego,Penn,144,290.0,146.0,146.0
Kent State,College of Charleston,162,314.0,152.0,152.0
Pacific,Mississippi Valley State,133,274.0,141.0,141.0
San Francisco,Colorado State,115,228.0,113.0,113.0
Siena,Albany (NY),137,270.0,133.0,133.0
West Virginia,Bellarmine,120,248.0,128.0,128.0
Florida International,Kennesaw State,175,344.0,169.0,169.0
Seattle,UC-San Diego,146,280.0,134.0,134.0
Air Force,Idaho State,107,200.0,93.0,93.0
UNC Greensboro,UIC,115,236.0,121.0,121.0
UC-Davis,Sacramento State,132,254.0,122.0,122.0
San Francisco,Minnesota,134,282.0,148.0,148.0
Hawaii,Washington,99,180.0,81.0,81.0
Northwestern,Purdue,180,374.0,194.0,194.0
San Diego State,Stanford,129,260.0,131.0,131.0
Kansas,UConn,134,268.0,134.0,134.0
Xavier,Houston,126,248.0,122.0,122.0
Kansas State,Jackson State,116,236.0,120.0,120.0
BYU,Fresno State,141,282.0,141.0,141.0
Army,SUNY-Maritime,113,236.0,123.0,123.0
Dayton,Purdue,126,252.0,126.0,126.0
Indiana,Maryland,118,238.0,120.0,120.0
Manhattan,Mount St. Mary's,149,294.0,145.0,145.0
Merrimack,UC-Riverside,118,236.0,118.0,118.0
UAB,Southern Miss,167,336.0,169.0,169.0
DePaul,Iowa State,179,344.0,165.0,165.0
Oklahoma,Grambling,172,332.0,160.0,160.0
Wichita State,Saint Louis,137,280.0,143.0,143.0
Cal State Fullerton,North Dakota,118,238.0,120.0,120.0
Washington State,UC-Davis,129,256.0,127.0,127.0
Arkansas-Pine Bluff,Arkansas Baptist,138,276.0,138.0,138.0
Queens (NC),Carolina Christian,203,408.0,205.0,205.0
Sam Houston,Florida A&M,127,250.0,123.0,123.0
Cincinnati,Tennessee State,128,250.0,122.0,122.0
Liberty,College of Charleston,143,288.0,145.0,145.0
UNC Asheville,Johnson University,148,288.0,140.0,140.0
Xavier,Temple,119,242.0,123.0,123.0
Little Rock,Arkansas State,143,272.0,129.0,129.0
Bethune-Cookman,Incarnate Word,178,364.0,186.0,186.0
Brown,Bryant,135,274.0,139.0,139.0
Canisius,Quinnipiac,166,334.0,168.0,168.0
Eastern Michigan,Lake Superior State,121,250.0,129.0,129.0
Fairfield,Iona,145,304.0,159.0,159.0
Florida International,Jacksonville,169,346.0,177.0,177.0
Georgia,Mercer,149,282.0,133.0,133.0
Liberty,James Madison,120,230.0,110.0,110.0
Missouri State,Tulane,130,254.0,124.0,124.0
Niagara,St. Peter's,139,278.0,139.0,139.0
UNC Greensboro,William Peace,144,292.0,148.0,148.0
North Texas,Pepperdine,131,256.0,125.0,125.0
Rutgers,Lafayette,117,236.0,119.0,119.0
Siena,Rider,132,258.0,126.0,126.0
South Carolina,George Washington,156,306.0,150.0,150.0
TCU,Tulsa,132,252.0,120.0,120.0
Texas Tech,Houston Christian,113,218.0,105.0,105.0
Troy,SIU-Edwardsville,143,274.0,131.0,131.0
VCU,Norfolk State,123,238.0,115.0,115.0
West Virginia,St. John's (NY),152,312.0,160.0,160.0
Western Michigan,St. Thomas,116,224.0,108.0,108.0
Yale,UMass,132,286.0,154.0,154.0
LSU,Southeastern Louisiana,139,282.0,143.0,143.0
Omaha,UIC,184,370.0,186.0,186.0
North Dakota State,Eastern Michigan,166,324.0,158.0,158.0
South Dakota State,Towson,109,224.0,115.0,115.0
Southern Indiana,Murray State,166,328.0,162.0,162.0
Arizona State,Pacific,142,286.0,144.0,144.0
Idaho,East Texas A&M,143,308.0,165.0,165.0
Portland,Wyoming,151,302.0,151.0,151.0
Santa Clara,Lincoln (CA),150,310.0,160.0,160.0
Boise State,Saint Mary's,123,240.0,117.0,117.0
UC-San Diego,San Diego State,125,250.0,125.0,125.0
South Carolina,Morgan State,142,300.0,158.0,158.0
Houston,Rice,114,222.0,108.0,108.0
Iowa State,Iowa,125,266.0,141.0,141.0
Texas,Long Beach State,168,342.0,174.0,174.0
Marquette,Texas,151,298.0,147.0,147.0
Kansas State,McNeese State,140,286.0,146.0,146.0
Colorado State,Denver,170,348.0,178.0,178.0
Notre Dame,Lafayette,138,282.0,144.0,144.0
Virginia Tech,LIU,148,282.0,134.0,134.0
Miami (FL),LIU,146,286.0,140.0,140.0
UConn,Ball State,153,304.0,151.0,151.0
Texas A&M,DePaul,153,306.0,153.0,153.0
UNC,UNC Greensboro,147,300.0,153.0,153.0
Clemson,South Carolina,139,280.0,141.0,141.0
UCF,Jacksonville,146,280.0,134.0,134.0
FDU,Bloomfield,124,252.0,128.0,128.0
Purdue,Southeast Missouri State,140,286.0,146.0,146.0
St. Joseph's,American,122,248.0,126.0,126.0
St. John's (NY),Sacred Heart,135,280.0,145.0,145.0
Stony Brook,Yale,147,302.0,155.0,155.0
VCU,Memphis,165,334.0,169.0,169.0
Western Michigan,Detroit Mercy,121,242.0,121.0,121.0
Belmont,Lipscomb,143,272.0,129.0,129.0
Drake,Saint Louis,144,292.0,148.0,148.0
Illinois State,Northern Kentucky,121,244.0,123.0,123.0
Illinois,Northern Kentucky,126,254.0,128.0,128.0
Middle Tennessee,Tennessee,135,260.0,125.0,125.0
Saint Louis,Southern Indiana,142,274.0,132.0,132.0
Texas A&M,Lamar,134,276.0,142.0,142.0
Texas Tech,Omaha,145,290.0,145.0,145.0
Vanderbilt,San Francisco,133,272.0,139.0,139.0
Northern Arizona,Pacific,161,322.0,161.0,161.0
Utah State,San Diego,189,378.0,189.0,189.0
Georgia,Troy,156,320.0,164.0,164.0
Loyola (MD),Bryant,117,230.0,113.0,113.0
Mercer,South Alabama,145,290.0,145.0,145.0
UNC Asheville,Warren Wilson,121,238.0,117.0,117.0
Towson,George Washington,128,252.0,124.0,124.0
Alabama,Coastal Carolina,134,266.0,132.0,132.0
Eastern Kentucky,Miami (OH),140,282.0,142.0,142.0
North Texas,Arkansas-Pine Bluff,139,274.0,135.0,135.0
Southern Illinois,SIU-Edwardsville,130,270.0,140.0,140.0
Montana,Loyola Marymount,150,292.0,142.0,142.0
Army,Vermont,104,206.0,102.0,102.0
UT Arlington,North Texas at Dallas,111,218.0,107.0,107.0
Bellarmine,Purdue Fort Wayne,103,218.0,115.0,115.0
Columbia,Memphis,142,286.0,144.0,144.0
ETSU,Charleston Southern,131,270.0,139.0,139.0
La Salle,Loyola (MD),123,234.0,111.0,111.0
Maine,Harvard,140,282.0,142.0,142.0
Kansas City,Bellevue,118,244.0,126.0,126.0
Morgan State,UMBC,172,344.0,172.0,172.0
Northwestern State,Tarleton State,110,230.0,120.0,120.0
Penn,Fairleigh Dickinson-Florham,168,332.0,164.0,164.0
Stonehill,New Hampshire,109,230.0,121.0,121.0
Stony Brook,Stonehill,144,308.0,164.0,164.0
Youngstown State,Akron,105,206.0,101.0,101.0
American,Monmouth,132,260.0,128.0,128.0
Boston College,UMass,152,316.0,164.0,164.0
Boston University,Maine,139,292.0,153.0,153.0
Canisius,Robert Morris,167,330.0,163.0,163.0
Central Connecticut,Albany (NY),93,182.0,89.0,89.0
Central Michigan,Valparaiso,138,274.0,136.0,136.0
Cleveland State,Niagara,143,274.0,131.0,131.0
Colgate,VTSU Lyndon,152,296.0,144.0,144.0
Coppin State,Wagner,121,234.0,113.0,113.0
Dartmouth,New Hampshire,140,274.0,134.0,134.0
Davidson,Campbell,112,224.0,112.0,112.0
Detroit Mercy,Ball State,133,268.0,135.0,135.0
Evansville,IU Indianapolis,156,326.0,170.0,170.0
Fordham,NJIT,157,306.0,149.0,149.0
Furman,Bob Jones University,168,344.0,176.0,176.0
Gardner-Webb,Wofford,147,292.0,145.0,145.0
Iona,Hofstra,119,238.0,119.0,119.0
Kansas,Houston Christian,136,278.0,142.0,142.0
Kentucky,Minnesota,133,256.0,123.0,123.0
Marist,Drexel,87,178.0,91.0,91.0
Marshall,Duquesne,157,316.0,159.0,159.0
Maryland,Penn State,156,316.0,160.0,160.0
Missouri,Missouri State,144,290.0,146.0,146.0
Niagara,St. Bonaventure,154,328.0,174.0,174.0
NC State,Maryland-Eastern Shore,154,302.0,148.0,148.0
Northeastern,Vermont,144,284.0,140.0,140.0
Oakland,Toledo,137,268.0,131.0,131.0
Ohio,Youngstown State,150,296.0,146.0,146.0
Ohio State,Miami (OH),148,290.0,142.0,142.0
Presbyterian,Florida A&M,125,260.0,135.0,135.0
Princeton,Quinnipiac,149,310.0,161.0,161.0
Providence,Rhode Island,101,198.0,97.0,97.0
Queens (NC),Presbyterian,128,248.0,120.0,120.0
Rhode Island,Brown,131,266.0,135.0,135.0
Sacred Heart,NJIT,105,206.0,101.0,101.0
St. Peter's,Wagner,136,278.0,142.0,142.0
Siena,Bryant,118,238.0,120.0,120.0
Southeast Missouri State,Harris-Stowe,140,268.0,128.0,128.0
Temple,Bloomsburg,140,294.0,154.0,154.0
Toledo,Michigan,115,246.0,131.0,131.0
Towson,UMass,152,298.0,146.0,146.0
Tulane,New Orleans,153,302.0,149.0,149.0
Virginia,Rider,129,260.0,131.0,131.0
Wake Forest,Rutgers,133,268.0,135.0,135.0
William & Mary,Old Dominion,163,332.0,169.0,169.0
Yale,Fairfield,146,310.0,164.0,164.0
Abilene Christian,Northern Arizona,154,306.0,152.0,152.0
Boise State,Cal State Bakersfield,153,300.0,147.0,147.0
Houston Christian,Southwestern Adventist,153,294.0,141.0,141.0
Northern Iowa,Richmond,151,296.0,145.0,145.0
SIU-Edwardsville,Green Bay,147,294.0,147.0,147.0
Southern Indiana,Purdue Fort Wayne,127,270.0,143.0,143.0
St. Thomas,Milwaukee,146,288.0,142.0,142.0
Texas A&M-Corpus Christi,Texas-Rio Grande Valley,150,302.0,152.0,152.0
Weber State,Nevada,112,224.0,112.0,112.0
Western Illinois,Coe,138,286.0,148.0,148.0
Utah Tech,California Baptist,147,316.0,169.0,169.0
Fresno State,Cal State Fullerton,145,286.0,141.0,141.0
Idaho State,Utah Valley,104,204.0,100.0,100.0
Minnesota,Nebraska,141,290.0,149.0,149.0
Nevada,UC-Davis,148,302.0,154.0,154.0
New Mexico,UCSB,145,306.0,161.0,161.0
West Virginia,Pitt,143,290.0,147.0,147.0
Arizona State,SMU,150,296.0,146.0,146.0
California Baptist,Utah Tech,141,288.0,147.0,147.0
Long Beach State,Life Pacific,154,318.0,164.0,164.0
Pepperdine,Cal State Fullerton,115,236.0,121.0,121.0
Portland State,Lewis & Clark,164,332.0,168.0,168.0
Washington State,UC-Riverside,135,280.0,145.0,145.0
Gonzaga,Mississippi Valley State,118,246.0,128.0,128.0
Morehead State,Wheeling Jesuit,102,216.0,114.0,114.0
Stony Brook,Longwood,134,274.0,140.0,140.0
UCF,New Orleans,117,232.0,115.0,115.0
Longwood,Gallaudet,153,308.0,155.0,155.0
Lindenwood,Harris-Stowe,153,316.0,163.0,163.0
East Texas A&M,Northern Colorado,200,394.0,194.0,194.0
Marshall,Salem International,171,346.0,175.0,175.0
Seattle,San Diego State,130,256.0,126.0,126.0
Chicago State,Georgia Southern,178,356.0,178.0,178.0
Jacksonville,North Carolina Central,137,284.0,147.0,147.0
Lafayette,Monmouth,115,232.0,117.0,117.0
Abilene Christian,McMurry,146,292.0,146.0,146.0
College of Charleston,Jacksonville State,127,242.0,115.0,115.0
FDU,Columbia,170,346.0,176.0,176.0
Gardner-Webb,North Greenville,139,284.0,145.0,145.0
Grambling,Wiley,150,318.0,168.0,168.0
Hampton,Mary Baldwin,153,304.0,151.0,151.0
Mississippi State,Kennesaw State,141,284.0,143.0,143.0
New Hampshire,Stonehill,137,276.0,139.0,139.0
Penn,Howard,146,306.0,160.0,160.0
Quinnipiac,Yale,139,278.0,139.0,139.0
Robert Morris,Delaware,142,286.0,144.0,144.0
Samford,Alabama A&M,209,424.0,215.0,215.0
Seton Hall,FDU,94,190.0,96.0,96.0
South Carolina State,Jacksonville,171,338.0,167.0,167.0
Villanova,Princeton,119,240.0,121.0,121.0
VCU,Delaware,119,248.0,129.0,129.0
Oral Roberts,Oklahoma Wesleyan,160,312.0,152.0,152.0
Texas State,Jarvis Christian,165,332.0,167.0,167.0
Cal State Northridge,Utah Tech,155,304.0,149.0,149.0
Oregon,Southern,104,218.0,114.0,114.0
San Francisco,New Orleans,157,302.0,145.0,145.0
South Carolina,Presbyterian,128,252.0,124.0,124.0
Purdue,Arizona,176,356.0,180.0,180.0
Indiana,Kansas,146,306.0,160.0,160.0
South Florida,NC State,120,240.0,120.0,120.0
Iowa,Cleveland State,179,354.0,175.0,175.0
Houston,Texas A&M,136,288.0,152.0,152.0
Michigan State,Baylor,152,292.0,140.0,140.0
Creighton,Alabama,167,316.0,149.0,149.0
Kentucky,UNC,170,344.0,174.0,174.0
Baylor,Miami (FL),132,260.0,128.0,128.0
Oklahoma,Green Bay,128,248.0,120.0,120.0
Southern Utah,Utah,156,318.0,162.0,162.0
Kansas State,North Florida,132,266.0,134.0,134.0
Tennessee,NC State,149,294.0,145.0,145.0
Memphis,Clemson,156,302.0,146.0,146.0
St. Bonaventure,Florida Atlantic,118,244.0,126.0,126.0
UConn,Louisville,148,302.0,154.0,154.0
BYU,Georgia State,140,280.0,140.0,140.0
Texas,LSU,181,378.0,197.0,197.0
Hampton,James Madison,159,308.0,149.0,149.0
Virginia,Northeastern,110,208.0,98.0,98.0
Seton Hall,UNLV,138,270.0,132.0,132.0
Miami (FL),La Salle,161,322.0,161.0,161.0
DePaul,Northwestern,102,206.0,104.0,104.0
Ball State,Indiana State,155,308.0,153.0,153.0
Cincinnati,Dayton,150,302.0,152.0,152.0
George Washington,Hampton,86,162.0,76.0,76.0
Le Moyne,Dartmouth,134,280.0,146.0,146.0
Manhattan,Rider,112,224.0,112.0,112.0
UMass-Lowell,Central Connecticut,111,232.0,121.0,121.0
Michigan,Miami (OH),124,250.0,126.0,126.0
Monmouth,Rider,148,300.0,152.0,152.0
Richmond,Liberty,172,348.0,176.0,176.0
USC Upstate,Western Carolina,123,250.0,127.0,127.0
VCU,Temple,165,336.0,171.0,171.0
Austin Peay,Bryan,147,306.0,159.0,159.0
Murray State,Southeastern Louisiana,116,234.0,118.0,118.0
Saint Louis,Louisiana Tech,149,304.0,155.0,155.0
Valparaiso,Chicago State,125,250.0,125.0,125.0
Wyoming,Weber State,155,322.0,167.0,167.0
California Baptist,Cal State Fullerton,141,276.0,135.0,135.0
Utah State,San Francisco,107,230.0,123.0,123.0
Penn State,Georgia Tech,163,326.0,163.0,163.0
IU Indianapolis,Lindenwood,140,268.0,128.0,128.0
Robert Morris,College of Charleston,136,274.0,138.0,138.0
Arkansas,Samford,122,238.0,116.0,116.0
Iona,Niagara,115,238.0,123.0,123.0
Liberty,St. Andrews,125,244.0,119.0,119.0
Niagara,NJIT,170,336.0,166.0,166.0
Providence,Sacred Heart,142,268.0,126.0,126.0
Rutgers,LIU,144,284.0,140.0,140.0
St. Bonaventure,Youngstown State,102,184.0,82.0,82.0
Virginia,Wofford,141,268.0,127.0,127.0
Albany (NY),Stonehill,115,236.0,121.0,121.0
Bowling Green State,Kansas City,148,302.0,154.0,154.0
Bryant,Towson,194,392.0,198.0,198.0
Buffalo,Le Moyne,127,246.0,119.0,119.0
Clemson,Georgia State,150,300.0,150.0,150.0
Drexel,Albany (NY),123,246.0,123.0,123.0
Fairfield,Mount St. Mary's,106,202.0,96.0,96.0
Georgia,Georgia Tech,117,246.0,129.0,129.0
Hofstra,Norfolk State,132,272.0,140.0,140.0
Hofstra,Farmingdale State,137,272.0,135.0,135.0
Florida Atlantic,Howard,91,182.0,91.0,91.0
UIC,Western Michigan,157,316.0,159.0,159.0
McNeese State,Tarleton State,152,286.0,134.0,134.0
Mercer,Florida Gulf Coast,135,268.0,133.0,133.0
Michigan,Eastern Michigan,149,292.0,143.0,143.0
Missouri State,Wichita State,137,266.0,129.0,129.0
North Florida,Trinity Baptist,185,368.0,183.0,183.0
Northwestern State,Rice,127,270.0,143.0,143.0
Notre Dame,Georgetown,140,286.0,146.0,146.0
Pitt,South Carolina State,136,268.0,132.0,132.0
Presbyterian,Kennesaw State,178,360.0,182.0,182.0
St. Peter's,Marist,93,198.0,105.0,105.0
Santa Clara,Washington State,130,268.0,138.0,138.0
Siena,Canisius,128,256.0,128.0,128.0
UT-Martin,South Dakota,154,302.0,148.0,148.0
Tulane,Southern,186,378.0,192.0,192.0
Vermont,Duquesne,138,280.0,142.0,142.0
Air Force,Weber State,128,264.0,136.0,136.0
Auburn,Norfolk State,106,218.0,112.0,112.0
Bucknell,Radford,133,274.0,141.0,141.0
Davidson,Lynchburg,161,318.0,157.0,157.0
Evansville,Lindenwood,138,288.0,150.0,150.0
Georgia Southern,UNC Wilmington,159,320.0,161.0,161.0
Incarnate Word,St. Edward's,106,230.0,124.0,124.0
Louisiana Tech,Alcorn State,96,186.0,90.0,90.0
Ohio State,UCLA,127,268.0,141.0,141.0
Rice,Prairie View,144,290.0,146.0,146.0
Sam Houston,UT Arlington,141,276.0,135.0,135.0
Samford,Belmont,192,380.0,188.0,188.0
St. John's (NY),Fordham,132,262.0,130.0,130.0
Tennessee State,Boyce,176,356.0,180.0,180.0
Tulsa,Missouri State,145,294.0,149.0,149.0
Western Kentucky,Austin Peay,129,254.0,125.0,125.0
Appalachian State,Gardner-Webb,139,278.0,139.0,139.0
Bellarmine,Evansville,131,280.0,149.0,149.0
BYU,Idaho State,155,324.0,169.0,169.0
Cal State Bakersfield,Pepperdine,140,284.0,144.0,144.0
Delaware,Rhode Island,123,246.0,123.0,123.0
Utah Tech,Bethesda University (CA),145,292.0,147.0,147.0
Iowa,Florida A&M,140,286.0,146.0,146.0
Loyola Marymount,UCSB,127,246.0,119.0,119.0
Nevada,Cal State Stanislaus,141,280.0,139.0,139.0
New Mexico State,Utah Valley,109,204.0,95.0,95.0
Northern Arizona,Southern Utah,150,304.0,154.0,154.0
South Florida,Loyola (IL),141,288.0,147.0,147.0
St. Thomas,Wisconsin-Stevens Point,131,258.0,127.0,127.0
Tennessee Tech,North Alabama,137,288.0,151.0,151.0
Utah,Utah Valley,138,266.0,128.0,128.0
Virginia Tech,Vermont,124,236.0,112.0,112.0
Wagner,Maryland-Eastern Shore,122,246.0,124.0,124.0
Washington,Saint Mary's,96,200.0,104.0,104.0
Fresno State,Sacramento State,115,244.0,129.0,129.0
Georgia,High Point,124,244.0,120.0,120.0
