game_id,home_team,away_team,closing_line,live_line,actual_total,threshold,movement,tier,bet_side,bet_total,bet_size,result,profit_loss,closing_error,regressed
246,Washington State,Idaho,126.7,138.7,143,12,12.0,Consider,UNDER,138.7,0.5,LOSS,-0.5,16.3,False
246,Washington State,Idaho,126.7,142.7,143,16,16.0,Good,UNDER,142.7,1.0,LOSS,-1.0,16.3,False
247,UConn,Stonehill,136.6,148.6,174,12,12.0,Consider,UNDER,148.6,0.5,LOSS,-0.5,37.4,False
247,UConn,Stonehill,136.6,152.6,174,16,16.0,Good,UNDER,152.6,1.0,LOSS,-1.0,37.4,False
247,UConn,Stonehill,136.6,156.6,174,20,20.0,Strong,UNDER,156.6,1.5,LOSS,-1.5,37.4,False
247,UConn,Stonehill,136.6,160.6,174,24,24.0,Max,UNDER,160.6,2.0,LOSS,-2.0,37.4,False
247,UConn,Stonehill,136.6,164.6,174,28,28.0,Historic,UNDER,164.6,2.0,LOSS,-2.0,37.4,False
256,Miami (OH),Texas State,123.4,135.4,140,12,12.0,Consider,UNDER,135.4,0.5,LOSS,-0.5,16.6,False
256,Miami (OH),Texas State,123.4,139.4,140,16,16.0,Good,UNDER,139.4,1.0,LOSS,-1.0,16.6,False
257,Bowling Green State,Arkansas State,123.6,135.6,156,12,12.0,Consider,UNDER,135.6,0.5,LOSS,-0.5,32.4,False
257,Bowling Green State,Arkansas State,123.6,139.6,156,16,16.0,Good,UNDER,139.6,1.0,LOSS,-1.0,32.4,False
257,Bowling Green State,Arkansas State,123.6,143.6,156,20,20.0,Strong,UNDER,143.6,1.5,LOSS,-1.5,32.4,False
257,Bowling Green State,Arkansas State,123.6,147.6,156,24,24.0,Max,UNDER,147.6,2.0,LOSS,-2.0,32.4,False
257,Bowling Green State,Arkansas State,123.6,151.6,156,28,28.0,Historic,UNDER,151.6,2.0,LOSS,-2.0,32.4,False
258,Eastern Michigan,Georgia Southern,113.7,125.7,130,12,12.0,Consider,UNDER,125.7,0.5,LOSS,-0.5,16.3,False
258,Eastern Michigan,Georgia Southern,113.7,129.7,130,16,16.0,Good,UNDER,129.7,1.0,LOSS,-1.0,16.3,False
260,UNC Greensboro,South Carolina State,122.8,110.8,91,12,12.0,Consider,OVER,110.8,0.5,LOSS,-0.5,31.8,False
260,UNC Greensboro,South Carolina State,122.8,106.8,91,16,16.0,Good,OVER,106.8,1.0,LOSS,-1.0,31.8,False
260,UNC Greensboro,South Carolina State,122.8,102.8,91,20,20.0,Strong,OVER,102.8,1.5,LOSS,-1.5,31.8,False
260,UNC Greensboro,South Carolina State,122.8,98.8,91,24,24.0,Max,OVER,98.8,2.0,LOSS,-2.0,31.8,False
260,UNC Greensboro,South Carolina State,122.8,94.8,91,28,28.0,Historic,OVER,94.8,2.0,LOSS,-2.0,31.8,False
262,Wofford,High Point,131.5,143.5,197,12,12.0,Consider,UNDER,143.5,0.5,LOSS,-0.5,65.5,False
262,Wofford,High Point,131.5,147.5,197,16,16.0,Good,UNDER,147.5,1.0,LOSS,-1.0,65.5,False
262,Wofford,High Point,131.5,151.5,197,20,20.0,Strong,UNDER,151.5,1.5,LOSS,-1.5,65.5,False
262,Wofford,High Point,131.5,155.5,197,24,24.0,Max,UNDER,155.5,2.0,LOSS,-2.0,65.5,False
262,Wofford,High Point,131.5,159.5,197,28,28.0,Historic,UNDER,159.5,2.0,LOSS,-2.0,65.5,False
263,Yale,St. Joseph's,124.3,112.3,111,12,12.0,Consider,OVER,112.3,0.5,LOSS,-0.5,13.3,False
265,Davidson,Wake Forest,144.4,132.4,109,12,12.0,Consider,OVER,132.4,0.5,LOSS,-0.5,35.4,False
265,Davidson,Wake Forest,144.4,128.4,109,16,16.0,Good,OVER,128.4,1.0,LOSS,-1.0,35.4,False
265,Davidson,Wake Forest,144.4,124.4,109,20,20.0,Strong,OVER,124.4,1.5,LOSS,-1.5,35.4,False
265,Davidson,Wake Forest,144.4,120.4,109,24,24.0,Max,OVER,120.4,2.0,LOSS,-2.0,35.4,False
265,Davidson,Wake Forest,144.4,116.4,109,28,28.0,Historic,OVER,116.4,2.0,LOSS,-2.0,35.4,False
266,Fordham,Cornell,138.7,150.7,151,12,12.0,Consider,UNDER,150.7,0.5,LOSS,-0.5,12.3,False
267,Gardner-Webb,Elon,120.6,132.6,159,12,12.0,Consider,UNDER,132.6,0.5,LOSS,-0.5,38.4,False
267,Gardner-Webb,Elon,120.6,136.6,159,16,16.0,Good,UNDER,136.6,1.0,LOSS,-1.0,38.4,False
267,Gardner-Webb,Elon,120.6,140.6,159,20,20.0,Strong,UNDER,140.6,1.5,LOSS,-1.5,38.4,False
267,Gardner-Webb,Elon,120.6,144.6,159,24,24.0,Max,UNDER,144.6,2.0,LOSS,-2.0,38.4,False
267,Gardner-Webb,Elon,120.6,148.6,159,28,28.0,Historic,UNDER,148.6,2.0,LOSS,-2.0,38.4,False
268,George Washington,William & Mary,119.4,131.4,184,12,12.0,Consider,UNDER,131.4,0.5,LOSS,-0.5,64.6,False
268,George Washington,William & Mary,119.4,135.4,184,16,16.0,Good,UNDER,135.4,1.0,LOSS,-1.0,64.6,False
268,George Washington,William & Mary,119.4,139.4,184,20,20.0,Strong,UNDER,139.4,1.5,LOSS,-1.5,64.6,False
268,George Washington,William & Mary,119.4,143.4,184,24,24.0,Max,UNDER,143.4,2.0,LOSS,-2.0,64.6,False
268,George Washington,William & Mary,119.4,147.4,184,28,28.0,Historic,UNDER,147.4,2.0,LOSS,-2.0,64.6,False
269,Green Bay,Illinois State,118.6,130.6,150,12,12.0,Consider,UNDER,130.6,0.5,LOSS,-0.5,31.4,False
269,Green Bay,Illinois State,118.6,134.6,150,16,16.0,Good,UNDER,134.6,1.0,LOSS,-1.0,31.4,False
269,Green Bay,Illinois State,118.6,138.6,150,20,20.0,Strong,UNDER,138.6,1.5,LOSS,-1.5,31.4,False
269,Green Bay,Illinois State,118.6,142.6,150,24,24.0,Max,UNDER,142.6,2.0,LOSS,-2.0,31.4,False
269,Green Bay,Illinois State,118.6,146.6,150,28,28.0,Historic,UNDER,146.6,2.0,LOSS,-2.0,31.4,False
270,UMBC,Colgate,129.7,117.7,108,12,12.0,Consider,OVER,117.7,0.5,LOSS,-0.5,21.7,False
270,UMBC,Colgate,129.7,113.7,108,16,16.0,Good,OVER,113.7,1.0,LOSS,-1.0,21.7,False
270,UMBC,Colgate,129.7,109.7,108,20,20.0,Strong,OVER,109.7,1.5,LOSS,-1.5,21.7,False
271,Niagara,Duquesne,129.7,141.7,161,12,12.0,Consider,UNDER,141.7,0.5,LOSS,-0.5,31.3,False
271,Niagara,Duquesne,129.7,145.7,161,16,16.0,Good,UNDER,145.7,1.0,LOSS,-1.0,31.3,False
271,Niagara,Duquesne,129.7,149.7,161,20,20.0,Strong,UNDER,149.7,1.5,LOSS,-1.5,31.3,False
271,Niagara,Duquesne,129.7,153.7,161,24,24.0,Max,UNDER,153.7,2.0,LOSS,-2.0,31.3,False
271,Niagara,Duquesne,129.7,157.7,161,28,28.0,Historic,UNDER,157.7,2.0,LOSS,-2.0,31.3,False
273,Western Michigan,Georgia State,121.1,133.1,147,12,12.0,Consider,UNDER,133.1,0.5,LOSS,-0.5,25.9,False
273,Western Michigan,Georgia State,121.1,137.1,147,16,16.0,Good,UNDER,137.1,1.0,LOSS,-1.0,25.9,False
273,Western Michigan,Georgia State,121.1,141.1,147,20,20.0,Strong,UNDER,141.1,1.5,LOSS,-1.5,25.9,False
273,Western Michigan,Georgia State,121.1,145.1,147,24,24.0,Max,UNDER,145.1,2.0,LOSS,-2.0,25.9,False
275,Little Rock,Kansas State,137.9,125.9,116,12,12.0,Consider,OVER,125.9,0.5,LOSS,-0.5,21.9,False
275,Little Rock,Kansas State,137.9,121.9,116,16,16.0,Good,OVER,121.9,1.0,LOSS,-1.0,21.9,False
275,Little Rock,Kansas State,137.9,117.9,116,20,20.0,Strong,OVER,117.9,1.5,LOSS,-1.5,21.9,False
276,Ball State,Old Dominion,120.1,132.1,141,12,12.0,Consider,UNDER,132.1,0.5,LOSS,-0.5,20.9,False
276,Ball State,Old Dominion,120.1,136.1,141,16,16.0,Good,UNDER,136.1,1.0,LOSS,-1.0,20.9,False
276,Ball State,Old Dominion,120.1,140.1,141,20,20.0,Strong,UNDER,140.1,1.5,LOSS,-1.5,20.9,False
278,East Carolina,Campbell,117.4,129.4,140,12,12.0,Consider,UNDER,129.4,0.5,LOSS,-0.5,22.6,False
278,East Carolina,Campbell,117.4,133.4,140,16,16.0,Good,UNDER,133.4,1.0,LOSS,-1.0,22.6,False
278,East Carolina,Campbell,117.4,137.4,140,20,20.0,Strong,UNDER,137.4,1.5,LOSS,-1.5,22.6,False
279,Eastern Kentucky,Northern Kentucky,128.0,140.0,161,12,12.0,Consider,UNDER,140.0,0.5,LOSS,-0.5,33.0,False
279,Eastern Kentucky,Northern Kentucky,128.0,144.0,161,16,16.0,Good,UNDER,144.0,1.0,LOSS,-1.0,33.0,False
279,Eastern Kentucky,Northern Kentucky,128.0,148.0,161,20,20.0,Strong,UNDER,148.0,1.5,LOSS,-1.5,33.0,False
279,Eastern Kentucky,Northern Kentucky,128.0,152.0,161,24,24.0,Max,UNDER,152.0,2.0,LOSS,-2.0,33.0,False
279,Eastern Kentucky,Northern Kentucky,128.0,156.0,161,28,28.0,Historic,UNDER,156.0,2.0,LOSS,-2.0,33.0,False
280,Georgia Southern,Eastern Michigan,113.7,125.7,140,12,12.0,Consider,UNDER,125.7,0.5,LOSS,-0.5,26.3,False
280,Georgia Southern,Eastern Michigan,113.7,129.7,140,16,16.0,Good,UNDER,129.7,1.0,LOSS,-1.0,26.3,False
280,Georgia Southern,Eastern Michigan,113.7,133.7,140,20,20.0,Strong,UNDER,133.7,1.5,LOSS,-1.5,26.3,False
280,Georgia Southern,Eastern Michigan,113.7,137.7,140,24,24.0,Max,UNDER,137.7,2.0,LOSS,-2.0,26.3,False
282,Le Moyne,Stony Brook,122.4,134.4,143,12,12.0,Consider,UNDER,134.4,0.5,LOSS,-0.5,20.6,False
282,Le Moyne,Stony Brook,122.4,138.4,143,16,16.0,Good,UNDER,138.4,1.0,LOSS,-1.0,20.6,False
282,Le Moyne,Stony Brook,122.4,142.4,143,20,20.0,Strong,UNDER,142.4,1.5,LOSS,-1.5,20.6,False
283,Longwood,St. Mary's (MD),120.4,132.4,138,12,12.0,Consider,UNDER,132.4,0.5,LOSS,-0.5,17.6,False
283,Longwood,St. Mary's (MD),120.4,136.4,138,16,16.0,Good,UNDER,136.4,1.0,LOSS,-1.0,17.6,False
284,UNC Asheville,UNC Wilmington,131.9,143.9,149,12,12.0,Consider,UNDER,143.9,0.5,LOSS,-0.5,17.1,False
284,UNC Asheville,UNC Wilmington,131.9,147.9,149,16,16.0,Good,UNDER,147.9,1.0,LOSS,-1.0,17.1,False
288,Arizona State,Texas Southern,129.8,117.8,115,12,12.0,Consider,OVER,117.8,0.5,LOSS,-0.5,14.8,False
289,Jacksonville State,Utah Tech,122.4,134.4,160,12,12.0,Consider,UNDER,134.4,0.5,LOSS,-0.5,37.6,False
289,Jacksonville State,Utah Tech,122.4,138.4,160,16,16.0,Good,UNDER,138.4,1.0,LOSS,-1.0,37.6,False
289,Jacksonville State,Utah Tech,122.4,142.4,160,20,20.0,Strong,UNDER,142.4,1.5,LOSS,-1.5,37.6,False
289,Jacksonville State,Utah Tech,122.4,146.4,160,24,24.0,Max,UNDER,146.4,2.0,LOSS,-2.0,37.6,False
289,Jacksonville State,Utah Tech,122.4,150.4,160,28,28.0,Historic,UNDER,150.4,2.0,LOSS,-2.0,37.6,False
291,Northern Illinois,Appalachian State,129.2,141.2,169,12,12.0,Consider,UNDER,141.2,0.5,LOSS,-0.5,39.8,False
291,Northern Illinois,Appalachian State,129.2,145.2,169,16,16.0,Good,UNDER,145.2,1.0,LOSS,-1.0,39.8,False
291,Northern Illinois,Appalachian State,129.2,149.2,169,20,20.0,Strong,UNDER,149.2,1.5,LOSS,-1.5,39.8,False
291,Northern Illinois,Appalachian State,129.2,153.2,169,24,24.0,Max,UNDER,153.2,2.0,LOSS,-2.0,39.8,False
291,Northern Illinois,Appalachian State,129.2,157.2,169,28,28.0,Historic,UNDER,157.2,2.0,LOSS,-2.0,39.8,False
293,Southern Illinois,Cornell,139.0,151.0,157,12,12.0,Consider,UNDER,151.0,0.5,LOSS,-0.5,18.0,False
293,Southern Illinois,Cornell,139.0,155.0,157,16,16.0,Good,UNDER,155.0,1.0,LOSS,-1.0,18.0,False
294,SMU,Alabama State,129.4,141.4,143,12,12.0,Consider,UNDER,141.4,0.5,LOSS,-0.5,13.6,False
297,Tulsa,Incarnate Word,120.7,132.7,156,12,12.0,Consider,UNDER,132.7,0.5,LOSS,-0.5,35.3,False
297,Tulsa,Incarnate Word,120.7,136.7,156,16,16.0,Good,UNDER,136.7,1.0,LOSS,-1.0,35.3,False
297,Tulsa,Incarnate Word,120.7,140.7,156,20,20.0,Strong,UNDER,140.7,1.5,LOSS,-1.5,35.3,False
297,Tulsa,Incarnate Word,120.7,144.7,156,24,24.0,Max,UNDER,144.7,2.0,LOSS,-2.0,35.3,False
297,Tulsa,Incarnate Word,120.7,148.7,156,28,28.0,Historic,UNDER,148.7,2.0,LOSS,-2.0,35.3,False
299,La Salle,Northeastern,121.9,133.9,153,12,12.0,Consider,UNDER,133.9,0.5,LOSS,-0.5,31.1,False
299,La Salle,Northeastern,121.9,137.9,153,16,16.0,Good,UNDER,137.9,1.0,LOSS,-1.0,31.1,False
299,La Salle,Northeastern,121.9,141.9,153,20,20.0,Strong,UNDER,141.9,1.5,LOSS,-1.5,31.1,False
299,La Salle,Northeastern,121.9,145.9,153,24,24.0,Max,UNDER,145.9,2.0,LOSS,-2.0,31.1,False
299,La Salle,Northeastern,121.9,149.9,153,28,28.0,Historic,UNDER,149.9,2.0,LOSS,-2.0,31.1,False
300,Mount St. Mary's,Coppin State,109.0,121.0,134,12,12.0,Consider,UNDER,121.0,0.5,LOSS,-0.5,25.0,False
300,Mount St. Mary's,Coppin State,109.0,125.0,134,16,16.0,Good,UNDER,125.0,1.0,LOSS,-1.0,25.0,False
300,Mount St. Mary's,Coppin State,109.0,129.0,134,20,20.0,Strong,UNDER,129.0,1.5,LOSS,-1.5,25.0,False
300,Mount St. Mary's,Coppin State,109.0,133.0,134,24,24.0,Max,UNDER,133.0,2.0,LOSS,-2.0,25.0,False
301,NJIT,St. Peter's,108.6,120.6,123,12,12.0,Consider,UNDER,120.6,0.5,LOSS,-0.5,14.4,False
303,Santa Clara,Hawaii,134.1,122.1,113,12,12.0,Consider,OVER,122.1,0.5,LOSS,-0.5,21.1,False
303,Santa Clara,Hawaii,134.1,118.1,113,16,16.0,Good,OVER,118.1,1.0,LOSS,-1.0,21.1,False
303,Santa Clara,Hawaii,134.1,114.1,113,20,20.0,Strong,OVER,114.1,1.5,LOSS,-1.5,21.1,False
307,Troy,Ball State,129.2,141.2,157,12,12.0,Consider,UNDER,141.2,0.5,LOSS,-0.5,27.8,False
307,Troy,Ball State,129.2,145.2,157,16,16.0,Good,UNDER,145.2,1.0,LOSS,-1.0,27.8,False
307,Troy,Ball State,129.2,149.2,157,20,20.0,Strong,UNDER,149.2,1.5,LOSS,-1.5,27.8,False
307,Troy,Ball State,129.2,153.2,157,24,24.0,Max,UNDER,153.2,2.0,LOSS,-2.0,27.8,False
308,Columbia,Albany (NY),128.7,140.7,153,12,12.0,Consider,UNDER,140.7,0.5,LOSS,-0.5,24.3,False
308,Columbia,Albany (NY),128.7,144.7,153,16,16.0,Good,UNDER,144.7,1.0,LOSS,-1.0,24.3,False
308,Columbia,Albany (NY),128.7,148.7,153,20,20.0,Strong,UNDER,148.7,1.5,LOSS,-1.5,24.3,False
308,Columbia,Albany (NY),128.7,152.7,153,24,24.0,Max,UNDER,152.7,2.0,LOSS,-2.0,24.3,False
309,San Diego,Portland State,126.3,114.3,114,12,12.0,Consider,OVER,114.3,0.5,LOSS,-0.5,12.3,False
311,Winthrop,Drexel,129.0,141.0,146,12,12.0,Consider,UNDER,141.0,0.5,LOSS,-0.5,17.0,False
311,Winthrop,Drexel,129.0,145.0,146,16,16.0,Good,UNDER,145.0,1.0,LOSS,-1.0,17.0,False
312,Cleveland State,Ohio,129.9,141.9,160,12,12.0,Consider,UNDER,141.9,0.5,LOSS,-0.5,30.1,False
312,Cleveland State,Ohio,129.9,145.9,160,16,16.0,Good,UNDER,145.9,1.0,LOSS,-1.0,30.1,False
312,Cleveland State,Ohio,129.9,149.9,160,20,20.0,Strong,UNDER,149.9,1.5,LOSS,-1.5,30.1,False
312,Cleveland State,Ohio,129.9,153.9,160,24,24.0,Max,UNDER,153.9,2.0,LOSS,-2.0,30.1,False
312,Cleveland State,Ohio,129.9,157.9,160,28,28.0,Historic,UNDER,157.9,2.0,LOSS,-2.0,30.1,False
313,Kentucky,USC Upstate,121.8,133.8,136,12,12.0,Consider,UNDER,133.8,0.5,LOSS,-0.5,14.2,False
314,Maryland-Eastern Shore,Washington Adventist,125.1,137.1,162,12,12.0,Consider,UNDER,137.1,0.5,LOSS,-0.5,36.9,False
314,Maryland-Eastern Shore,Washington Adventist,125.1,141.1,162,16,16.0,Good,UNDER,141.1,1.0,LOSS,-1.0,36.9,False
314,Maryland-Eastern Shore,Washington Adventist,125.1,145.1,162,20,20.0,Strong,UNDER,145.1,1.5,LOSS,-1.5,36.9,False
314,Maryland-Eastern Shore,Washington Adventist,125.1,149.1,162,24,24.0,Max,UNDER,149.1,2.0,LOSS,-2.0,36.9,False
314,Maryland-Eastern Shore,Washington Adventist,125.1,153.1,162,28,28.0,Historic,UNDER,153.1,2.0,LOSS,-2.0,36.9,False
316,Youngstown State,Slippery Rock,133.3,121.3,110,12,12.0,Consider,OVER,121.3,0.5,LOSS,-0.5,23.3,False
316,Youngstown State,Slippery Rock,133.3,117.3,110,16,16.0,Good,OVER,117.3,1.0,LOSS,-1.0,23.3,False
316,Youngstown State,Slippery Rock,133.3,113.3,110,20,20.0,Strong,OVER,113.3,1.5,LOSS,-1.5,23.3,False
317,Kent State,Fresno State,123.3,135.3,148,12,12.0,Consider,UNDER,135.3,0.5,LOSS,-0.5,24.7,False
317,Kent State,Fresno State,123.3,139.3,148,16,16.0,Good,UNDER,139.3,1.0,LOSS,-1.0,24.7,False
317,Kent State,Fresno State,123.3,143.3,148,20,20.0,Strong,UNDER,143.3,1.5,LOSS,-1.5,24.7,False
317,Kent State,Fresno State,123.3,147.3,148,24,24.0,Max,UNDER,147.3,2.0,LOSS,-2.0,24.7,False
319,Niagara,Bucknell,116.7,128.7,137,12,12.0,Consider,UNDER,128.7,0.5,LOSS,-0.5,20.3,False
319,Niagara,Bucknell,116.7,132.7,137,16,16.0,Good,UNDER,132.7,1.0,LOSS,-1.0,20.3,False
319,Niagara,Bucknell,116.7,136.7,137,20,20.0,Strong,UNDER,136.7,1.5,LOSS,-1.5,20.3,False
321,Toledo,Louisiana,136.1,148.1,165,12,12.0,Consider,UNDER,148.1,0.5,LOSS,-0.5,28.9,False
321,Toledo,Louisiana,136.1,152.1,165,16,16.0,Good,UNDER,152.1,1.0,LOSS,-1.0,28.9,False
321,Toledo,Louisiana,136.1,156.1,165,20,20.0,Strong,UNDER,156.1,1.5,LOSS,-1.5,28.9,False
321,Toledo,Louisiana,136.1,160.1,165,24,24.0,Max,UNDER,160.1,2.0,LOSS,-2.0,28.9,False
321,Toledo,Louisiana,136.1,164.1,165,28,28.0,Historic,UNDER,164.1,2.0,LOSS,-2.0,28.9,False
322,Xavier,James Madison,154.7,142.7,135,12,12.0,Consider,OVER,142.7,0.5,LOSS,-0.5,19.7,False
322,Xavier,James Madison,154.7,138.7,135,16,16.0,Good,OVER,138.7,1.0,LOSS,-1.0,19.7,False
323,Arkansas-Pine Bluff,Southwestern Christian,121.1,133.1,180,12,12.0,Consider,UNDER,133.1,0.5,LOSS,-0.5,58.9,False
323,Arkansas-Pine Bluff,Southwestern Christian,121.1,137.1,180,16,16.0,Good,UNDER,137.1,1.0,LOSS,-1.0,58.9,False
323,Arkansas-Pine Bluff,Southwestern Christian,121.1,141.1,180,20,20.0,Strong,UNDER,141.1,1.5,LOSS,-1.5,58.9,False
323,Arkansas-Pine Bluff,Southwestern Christian,121.1,145.1,180,24,24.0,Max,UNDER,145.1,2.0,LOSS,-2.0,58.9,False
323,Arkansas-Pine Bluff,Southwestern Christian,121.1,149.1,180,28,28.0,Historic,UNDER,149.1,2.0,LOSS,-2.0,58.9,False
325,Georgetown,Holy Cross,113.2,125.2,135,12,12.0,Consider,UNDER,125.2,0.5,LOSS,-0.5,21.8,False
325,Georgetown,Holy Cross,113.2,129.2,135,16,16.0,Good,UNDER,129.2,1.0,LOSS,-1.0,21.8,False
325,Georgetown,Holy Cross,113.2,133.2,135,20,20.0,Strong,UNDER,133.2,1.5,LOSS,-1.5,21.8,False
326,Loyola (IL),Eastern Illinois,105.3,117.3,154,12,12.0,Consider,UNDER,117.3,0.5,LOSS,-0.5,48.7,False
326,Loyola (IL),Eastern Illinois,105.3,121.3,154,16,16.0,Good,UNDER,121.3,1.0,LOSS,-1.0,48.7,False
326,Loyola (IL),Eastern Illinois,105.3,125.3,154,20,20.0,Strong,UNDER,125.3,1.5,LOSS,-1.5,48.7,False
326,Loyola (IL),Eastern Illinois,105.3,129.3,154,24,24.0,Max,UNDER,129.3,2.0,LOSS,-2.0,48.7,False
326,Loyola (IL),Eastern Illinois,105.3,133.3,154,28,28.0,Historic,UNDER,133.3,2.0,LOSS,-2.0,48.7,False
327,Kansas City,Saint Mary (KS),113.3,125.3,137,12,12.0,Consider,UNDER,125.3,0.5,LOSS,-0.5,23.7,False
327,Kansas City,Saint Mary (KS),113.3,129.3,137,16,16.0,Good,UNDER,129.3,1.0,LOSS,-1.0,23.7,False
327,Kansas City,Saint Mary (KS),113.3,133.3,137,20,20.0,Strong,UNDER,133.3,1.5,LOSS,-1.5,23.7,False
329,North Texas,Omaha,126.9,138.9,139,12,12.0,Consider,UNDER,138.9,0.5,LOSS,-0.5,12.1,False
330,Richmond,Siena,119.1,131.1,138,12,12.0,Consider,UNDER,131.1,0.5,LOSS,-0.5,18.9,False
330,Richmond,Siena,119.1,135.1,138,16,16.0,Good,UNDER,135.1,1.0,LOSS,-1.0,18.9,False
331,Saint Louis,Illinois State,125.3,137.3,151,12,12.0,Consider,UNDER,137.3,0.5,LOSS,-0.5,25.7,False
331,Saint Louis,Illinois State,125.3,141.3,151,16,16.0,Good,UNDER,141.3,1.0,LOSS,-1.0,25.7,False
331,Saint Louis,Illinois State,125.3,145.3,151,20,20.0,Strong,UNDER,145.3,1.5,LOSS,-1.5,25.7,False
331,Saint Louis,Illinois State,125.3,149.3,151,24,24.0,Max,UNDER,149.3,2.0,LOSS,-2.0,25.7,False
333,Pepperdine,Cal Tech,137.0,125.0,121,12,12.0,Consider,OVER,125.0,0.5,LOSS,-0.5,16.0,False
333,Pepperdine,Cal Tech,137.0,121.0,121,16,16.0,Good,OVER,121.0,1.0,PUSH,0.0,16.0,False
334,Wyoming,Cal Poly,117.1,129.1,146,12,12.0,Consider,UNDER,129.1,0.5,LOSS,-0.5,28.9,False
334,Wyoming,Cal Poly,117.1,133.1,146,16,16.0,Good,UNDER,133.1,1.0,LOSS,-1.0,28.9,False
334,Wyoming,Cal Poly,117.1,137.1,146,20,20.0,Strong,UNDER,137.1,1.5,LOSS,-1.5,28.9,False
334,Wyoming,Cal Poly,117.1,141.1,146,24,24.0,Max,UNDER,141.1,2.0,LOSS,-2.0,28.9,False
334,Wyoming,Cal Poly,117.1,145.1,146,28,28.0,Historic,UNDER,145.1,2.0,LOSS,-2.0,28.9,False
336,DePaul,Long Beach State,126.4,138.4,150,12,12.0,Consider,UNDER,138.4,0.5,LOSS,-0.5,23.6,False
336,DePaul,Long Beach State,126.4,142.4,150,16,16.0,Good,UNDER,142.4,1.0,LOSS,-1.0,23.6,False
336,DePaul,Long Beach State,126.4,146.4,150,20,20.0,Strong,UNDER,146.4,1.5,LOSS,-1.5,23.6,False
337,South Carolina,Clemson,136.2,148.2,149,12,12.0,Consider,UNDER,148.2,0.5,LOSS,-0.5,12.8,False
338,Iowa,Kansas State,152.5,140.5,123,12,12.0,Consider,OVER,140.5,0.5,LOSS,-0.5,29.5,False
338,Iowa,Kansas State,152.5,136.5,123,16,16.0,Good,OVER,136.5,1.0,LOSS,-1.0,29.5,False
338,Iowa,Kansas State,152.5,132.5,123,20,20.0,Strong,OVER,132.5,1.5,LOSS,-1.5,29.5,False
338,Iowa,Kansas State,152.5,128.5,123,24,24.0,Max,OVER,128.5,2.0,LOSS,-2.0,29.5,False
338,Iowa,Kansas State,152.5,124.5,123,28,28.0,Historic,OVER,124.5,2.0,LOSS,-2.0,29.5,False
339,Towson,Houston,127.9,115.9,114,12,12.0,Consider,OVER,115.9,0.5,LOSS,-0.5,13.9,False
341,UConn,Maryland,157.4,145.4,128,12,12.0,Consider,OVER,145.4,0.5,LOSS,-0.5,29.4,False
341,UConn,Maryland,157.4,141.4,128,16,16.0,Good,OVER,141.4,1.0,LOSS,-1.0,29.4,False
341,UConn,Maryland,157.4,137.4,128,20,20.0,Strong,OVER,137.4,1.5,LOSS,-1.5,29.4,False
341,UConn,Maryland,157.4,133.4,128,24,24.0,Max,OVER,133.4,2.0,LOSS,-2.0,29.4,False
341,UConn,Maryland,157.4,129.4,128,28,28.0,Historic,OVER,129.4,2.0,LOSS,-2.0,29.4,False
342,Virginia Tech,Houston Christian,128.8,140.8,141,12,12.0,Consider,UNDER,140.8,0.5,LOSS,-0.5,12.2,False
344,Louisville,Bellarmine,119.6,131.6,144,12,12.0,Consider,UNDER,131.6,0.5,LOSS,-0.5,24.4,False
344,Louisville,Bellarmine,119.6,135.6,144,16,16.0,Good,UNDER,135.6,1.0,LOSS,-1.0,24.4,False
344,Louisville,Bellarmine,119.6,139.6,144,20,20.0,Strong,UNDER,139.6,1.5,LOSS,-1.5,24.4,False
344,Louisville,Bellarmine,119.6,143.6,144,24,24.0,Max,UNDER,143.6,2.0,LOSS,-2.0,24.4,False
345,Creighton,Green Bay,138.4,126.4,118,12,12.0,Consider,OVER,126.4,0.5,LOSS,-0.5,20.4,False
345,Creighton,Green Bay,138.4,122.4,118,16,16.0,Good,OVER,122.4,1.0,LOSS,-1.0,20.4,False
345,Creighton,Green Bay,138.4,118.4,118,20,20.0,Strong,OVER,118.4,1.5,LOSS,-1.5,20.4,False
346,Fordham,Manhattan,118.6,106.6,102,12,12.0,Consider,OVER,106.6,0.5,LOSS,-0.5,16.6,False
346,Fordham,Manhattan,118.6,102.6,102,16,16.0,Good,OVER,102.6,1.0,LOSS,-1.0,16.6,False
347,Indiana,Wright State,141.8,153.8,169,12,12.0,Consider,UNDER,153.8,0.5,LOSS,-0.5,27.2,False
347,Indiana,Wright State,141.8,157.8,169,16,16.0,Good,UNDER,157.8,1.0,LOSS,-1.0,27.2,False
347,Indiana,Wright State,141.8,161.8,169,20,20.0,Strong,UNDER,161.8,1.5,LOSS,-1.5,27.2,False
347,Indiana,Wright State,141.8,165.8,169,24,24.0,Max,UNDER,165.8,2.0,LOSS,-2.0,27.2,False
349,Morgan State,Notre Dame (MD),122.4,110.4,107,12,12.0,Consider,OVER,110.4,0.5,LOSS,-0.5,15.4,False
351,UAB,Alcorn State,127.2,139.2,157,12,12.0,Consider,UNDER,139.2,0.5,LOSS,-0.5,29.8,False
351,UAB,Alcorn State,127.2,143.2,157,16,16.0,Good,UNDER,143.2,1.0,LOSS,-1.0,29.8,False
351,UAB,Alcorn State,127.2,147.2,157,20,20.0,Strong,UNDER,147.2,1.5,LOSS,-1.5,29.8,False
