game_id,date,team,period,estimated_pull_time,time_remaining_seconds,score_differential,trailing_goals,outcome,empty_net_goal_time
2023020412,2023-12-09,DET,3,05:10,310,4,4,no_tie,16:35
2023020413,2023-12-09,NSH,3,03:16,196,4,4,no_tie,18:29
2023020420,2023-12-10,CBJ,3,03:40,220,2,2,no_tie,18:05
2023020420,2023-12-10,CBJ,3,02:46,166,3,3,no_tie,18:59
2023020421,2023-12-10,NJD,3,04:53,293,3,3,no_tie,16:52
2023020425,2023-12-10,ANA,3,02:14,134,2,2,no_tie,19:31
2023020426,2023-12-10,SEA,3,01:49,109,3,3,no_tie,19:56
2023020428,2023-12-11,ARI,3,02:50,170,3,3,no_tie,18:55
2023020430,2023-12-11,DET,3,02:27,147,3,3,no_tie,19:18
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020398,2023-12-07,TBL,3,08:32,512,4,4,no_tie,13:13
2023020402,2023-12-07,COL,3,02:22,142,2,2,no_tie,19:23
2023020405,2023-12-08,STL,3,01:49,109,3,3,no_tie,19:56
2023020406,2023-12-08,PIT,3,02:12,132,2,2,no_tie,19:33
2023020409,2023-12-09,CGY,3,02:23,143,2,2,no_tie,19:22
2023020412,2023-12-09,DET,3,05:10,310,4,4,no_tie,16:35
2023020413,2023-12-09,NSH,3,03:16,196,4,4,no_tie,18:29
2023020420,2023-12-10,CBJ,3,03:40,220,2,2,no_tie,18:05
2023020420,2023-12-10,CBJ,3,02:46,166,3,3,no_tie,18:59
2023020421,2023-12-10,NJD,3,04:53,293,3,3,no_tie,16:52
2023020425,2023-12-10,ANA,3,02:14,134,2,2,no_tie,19:31
2023020426,2023-12-10,SEA,3,01:49,109,3,3,no_tie,19:56
2023020428,2023-12-11,ARI,3,02:50,170,3,3,no_tie,18:55
2023020430,2023-12-11,DET,3,02:27,147,3,3,no_tie,19:18
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020405,2023-12-08,STL,3,01:49,109,3,3,no_tie,19:56
2023020406,2023-12-08,PIT,3,02:12,132,2,2,no_tie,19:33
2023020409,2023-12-09,CGY,3,02:23,143,2,2,no_tie,19:22
2023020412,2023-12-09,DET,3,05:10,310,4,4,no_tie,16:35
2023020413,2023-12-09,NSH,3,03:16,196,4,4,no_tie,18:29
2023020420,2023-12-10,CBJ,3,03:40,220,2,2,no_tie,18:05
2023020420,2023-12-10,CBJ,3,02:46,166,3,3,no_tie,18:59
2023020421,2023-12-10,NJD,3,04:53,293,3,3,no_tie,16:52
2023020425,2023-12-10,ANA,3,02:14,134,2,2,no_tie,19:31
2023020426,2023-12-10,SEA,3,01:49,109,3,3,no_tie,19:56
2023020428,2023-12-11,ARI,3,02:50,170,3,3,no_tie,18:55
2023020430,2023-12-11,DET,3,02:27,147,3,3,no_tie,19:18
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020409,2023-12-09,CGY,3,02:23,143,2,2,no_tie,19:22
2023020412,2023-12-09,DET,3,05:10,310,4,4,no_tie,16:35
2023020413,2023-12-09,NSH,3,03:16,196,4,4,no_tie,18:29
2023020420,2023-12-10,CBJ,3,03:40,220,2,2,no_tie,18:05
2023020420,2023-12-10,CBJ,3,02:46,166,3,3,no_tie,18:59
2023020421,2023-12-10,NJD,3,04:53,293,3,3,no_tie,16:52
2023020425,2023-12-10,ANA,3,02:14,134,2,2,no_tie,19:31
2023020426,2023-12-10,SEA,3,01:49,109,3,3,no_tie,19:56
2023020428,2023-12-11,ARI,3,02:50,170,3,3,no_tie,18:55
2023020430,2023-12-11,DET,3,02:27,147,3,3,no_tie,19:18
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020420,2023-12-10,CBJ,3,03:40,220,2,2,no_tie,18:05
2023020420,2023-12-10,CBJ,3,02:46,166,3,3,no_tie,18:59
2023020421,2023-12-10,NJD,3,04:53,293,3,3,no_tie,16:52
2023020425,2023-12-10,ANA,3,02:14,134,2,2,no_tie,19:31
2023020426,2023-12-10,SEA,3,01:49,109,3,3,no_tie,19:56
2023020428,2023-12-11,ARI,3,02:50,170,3,3,no_tie,18:55
2023020430,2023-12-11,DET,3,02:27,147,3,3,no_tie,19:18
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020428,2023-12-11,ARI,3,02:50,170,3,3,no_tie,18:55
2023020430,2023-12-11,DET,3,02:27,147,3,3,no_tie,19:18
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020432,2023-12-12,NYR,3,03:12,192,4,4,no_tie,18:33
2023020434,2023-12-12,ARI,3,03:08,188,2,2,no_tie,18:37
2023020436,2023-12-12,STL,3,03:24,204,2,2,no_tie,18:21
2023020438,2023-12-12,FLA,3,05:36,336,4,4,no_tie,16:09
2023020439,2023-12-12,TBL,3,03:03,183,3,3,no_tie,18:42
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020446,2023-12-13,LAK,3,01:47,107,3,3,no_tie,19:58
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020452,2023-12-14,EDM,3,03:18,198,2,2,no_tie,18:27
2023020452,2023-12-14,EDM,3,01:52,112,3,3,no_tie,19:53
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020460,2023-12-15,VGK,3,04:26,266,3,3,no_tie,17:19
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020463,2023-12-16,CBJ,3,02:33,153,3,3,no_tie,19:12
2023020464,2023-12-16,NYI,3,02:05,125,2,2,no_tie,19:40
2023020467,2023-12-16,COL,3,03:48,228,4,4,no_tie,17:57
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020476,2023-12-17,NJD,3,07:33,453,4,4,no_tie,14:12
2023020477,2023-12-17,SJS,3,06:34,394,4,4,no_tie,15:11
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020483,2023-12-18,FLA,3,03:18,198,2,2,no_tie,18:27
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020489,2023-12-19,TOR,3,04:58,298,3,3,no_tie,16:47
2023020494,2023-12-19,SJS,3,03:33,213,4,4,tie_game,18:12
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020500,2023-12-21,FLA,3,04:54,294,3,3,no_tie,16:51
2023020502,2023-12-21,PHI,3,01:46,106,2,2,no_tie,19:59
2023020507,2023-12-21,OTT,3,02:08,128,2,2,no_tie,19:37
2023020508,2023-12-21,ANA,3,03:45,225,3,3,no_tie,18:00
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020513,2023-12-22,CHI,3,03:41,221,3,3,no_tie,18:04
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020524,2023-12-23,CHI,3,02:46,166,2,2,no_tie,18:59
2023020526,2023-12-23,CGY,3,02:45,165,2,2,no_tie,19:00
2023020527,2023-12-23,SJS,3,01:58,118,3,3,no_tie,19:47
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020531,2023-12-27,TOR,3,04:12,252,2,2,no_tie,17:33
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020542,2023-12-28,MTL,3,02:04,124,2,2,no_tie,19:41
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020590,2024-01-04,MTL,3,07:14,434,4,4,no_tie,14:31
2023020594,2024-01-04,MIN,3,02:26,146,3,3,no_tie,19:19
2023020598,2024-01-04,OTT,3,03:58,238,3,3,no_tie,17:47
2023020558,2023-12-30,MTL,3,04:32,272,3,3,no_tie,17:13
2023020559,2023-12-30,STL,3,03:16,196,2,2,no_tie,18:29
2023020561,2023-12-30,TOR,3,02:40,160,2,2,tie_game,19:05
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020590,2024-01-04,MTL,3,07:14,434,4,4,no_tie,14:31
2023020594,2024-01-04,MIN,3,02:26,146,3,3,no_tie,19:19
2023020598,2024-01-04,OTT,3,03:58,238,3,3,no_tie,17:47
2023020602,2024-01-05,CHI,3,02:12,132,2,2,no_tie,19:33
2023020603,2024-01-05,WSH,3,03:34,214,3,3,no_tie,18:11
2023020565,2023-12-31,DET,3,03:46,226,2,2,tie_game,17:59
2023020565,2023-12-31,DET,3,02:09,129,2,2,no_tie,19:36
2023020566,2023-12-31,BUF,3,06:29,389,4,4,no_tie,15:16
2023020567,2023-12-31,NYI,3,02:28,148,2,2,no_tie,19:17
2023020570,2023-12-31,PHI,3,04:03,243,2,2,tie_game,17:42
2023020571,2023-12-31,SJS,3,02:52,172,2,2,no_tie,18:53
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020590,2024-01-04,MTL,3,07:14,434,4,4,no_tie,14:31
2023020594,2024-01-04,MIN,3,02:26,146,3,3,no_tie,19:19
2023020598,2024-01-04,OTT,3,03:58,238,3,3,no_tie,17:47
2023020602,2024-01-05,CHI,3,02:12,132,2,2,no_tie,19:33
2023020603,2024-01-05,WSH,3,03:34,214,3,3,no_tie,18:11
2023020606,2024-01-06,COL,3,04:51,291,4,4,no_tie,16:54
2023020607,2024-01-06,TBL,3,05:11,311,3,3,no_tie,16:34
2023020611,2024-01-06,NJD,3,02:56,176,2,2,no_tie,18:49
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020590,2024-01-04,MTL,3,07:14,434,4,4,no_tie,14:31
2023020594,2024-01-04,MIN,3,02:26,146,3,3,no_tie,19:19
2023020598,2024-01-04,OTT,3,03:58,238,3,3,no_tie,17:47
2023020602,2024-01-05,CHI,3,02:12,132,2,2,no_tie,19:33
2023020603,2024-01-05,WSH,3,03:34,214,3,3,no_tie,18:11
2023020606,2024-01-06,COL,3,04:51,291,4,4,no_tie,16:54
2023020607,2024-01-06,TBL,3,05:11,311,3,3,no_tie,16:34
2023020611,2024-01-06,NJD,3,02:56,176,2,2,no_tie,18:49
2023020619,2024-01-07,ARI,3,03:37,217,3,3,no_tie,18:08
2023020578,2024-01-02,MIN,3,02:42,162,2,2,no_tie,19:03
2023020579,2024-01-02,CHI,3,02:18,138,3,3,no_tie,19:27
2023020580,2024-01-02,TBL,3,03:52,232,3,3,tie_game,17:53
2023020581,2024-01-02,ARI,3,04:06,246,3,3,no_tie,17:39
2023020585,2024-01-02,LAK,3,02:45,165,3,3,no_tie,19:00
2023020586,2024-01-02,SJS,3,01:51,111,2,2,no_tie,19:54
2023020590,2024-01-04,MTL,3,07:14,434,4,4,no_tie,14:31
2023020594,2024-01-04,MIN,3,02:26,146,3,3,no_tie,19:19
2023020598,2024-01-04,OTT,3,03:58,238,3,3,no_tie,17:47
2023020602,2024-01-05,CHI,3,02:12,132,2,2,no_tie,19:33
